M,g,beta,x_star_analytic,x_plus_analytic,Ccrit_analytic,Ccrit_numeric,tail_mean
10.0,0.0,0.0,1.5,2.0,1632.4194278107962,1632.4194278020857,1634.2920377457954
10.0,0.5,0.05,1.4991645821659478,1.9981229448432067,1626.978025232079,1626.978025229492,1628.8451683906696
10.0,1.0,0.1,1.496633256667959,1.9924669052107358,1610.6535468697389,1610.6535468582695,1612.5043058053416
10.0,2.0,0.2,1.4861279222936634,1.9694563302016175,1545.3381888216732,1545.3381888149488,1547.1230952697122
10.0,3.0,0.3,1.4672284312310295,1.9296168431006928,1436.3053858813182,1436.30538585103,1437.9793421062877
10.0,4.0,0.4,1.4376468184773221,1.8702160190815822,1282.8272440204546,1282.8272440154835,1284.3426640789005
